Driver.code,Q1_time,Q2_time,Q3_time,air_temp_mid,avg_lap_time,avg_tyre_life,constructor,driver,driverId,finishing_position,grid_position,humidity_mid,lapTime_best_sec,lapTime_mean_sec,lapTime_std_sec,laps_count,laps_total,num_pit_stops,pit_avg_duration_sec,pit_first_lap,pit_last_lap,pit_min_duration_sec,pit_stop_count,pit_total_duration_sec,points,qualiPosition,race_name,rainfall_mid,round,season,track_temp_mid,weather_airTemp_max,weather_airTemp_mean,weather_airTemp_min,weather_hours,weather_humidity_mean,weather_precip_total,weather_pressure_mean,weather_wind_mean,year,session_type,made_Q2,made_Q3,eliminated_in_Q1,eliminated_in_Q2,eliminated_in_Q3,qualifying_round_reached,pitted,multi_stop,one_stop
HUL,1:13.279,,,25.3,84.4836,19.0,Haas F1 Team,HUL,hulkenberg,17.0,18.0,43,77.045,86.388,18.89519033,5.0,5.0,3,30.96366667,1.0,59.0,25.672,3.0,92.891,0,18.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,False,False,True,False,False,1,True,True,False
LEC,1:12.912,1:12.103,1:11.471,25.3,83.602851,26.0,Ferrari,LEC,leclerc,6.0,6.0,43,78.837,81.5966,4.246982493,5.0,5.0,2,24.9525,44.0,55.0,24.192,2.0,49.905,8,3.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,True,False
MAG,1:13.270,,,25.3,86.128205,35.5,Haas F1 Team,MAG,kevin_magnussen,19.0,17.0,43,79.929,83.832,8.15951892,5.0,5.0,2,51.052,56.0,56.0,51.052,1.0,51.052,0,17.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,False,False,True,False,False,1,True,False,True
NOR,1:12.877,1:12.377,1:12.254,25.3,83.794219,25.66666667,McLaren,NOR,norris,9.0,10.0,43,79.502,82.7502,5.244991821,5.0,5.0,2,29.0455,50.0,54.0,24.663,2.0,58.091,2,10.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,True,False
OCO,1:12.967,1:12.248,1:11.553,25.3,83.487662,26.0,Alpine,OCO,ocon,3.0,3.0,43,79.041,80.9998,3.187742728,5.0,5.0,2,25.27,32.0,54.0,24.707,2.0,50.54,15,4.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,True,False
PER,1:13.850,,,25.3,83.826727,12.66666667,Red Bull Racing,PER,perez,16.0,20.0,43,76.269,85.417,18.37678308,5.0,5.0,5,27.3312,1.0,70.0,24.217,5.0,136.656,0,20.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,False,False,True,False,False,1,True,True,False
PIA,1:13.006,1:12.395,,25.3,84.107386,38.5,McLaren,PIA,piastri,10.0,11.0,43,79.707,83.1042,5.62215183,5.0,5.0,1,25.851,54.0,54.0,25.851,1.0,25.851,1,11.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,False,False,True,False,2,True,False,True
RUS,1:12.769,1:12.151,1:11.964,25.3,83.551513,39.0,Mercedes,RUS,russell,5.0,8.0,43,78.84,82.1406,4.683591923,5.0,5.0,1,30.98,54.0,54.0,30.98,1.0,30.98,10,8.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,False,True
SAI,1:12.717,1:12.210,1:11.630,25.3,83.503932,26.0,Ferrari,SAI,sainz,8.0,4.0,43,78.723,81.2292,3.511050512,5.0,5.0,2,26.776,33.0,55.0,24.252,2.0,53.552,4,5.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,True,False
SAR,1:13.113,,,25.3,86.103857,19.0,Williams,SAR,sargeant,18.0,16.0,43,79.658,83.6052,7.876938219,5.0,5.0,3,26.032,20.0,52.0,24.376,3.0,78.096,0,16.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,False,False,True,False,False,1,True,True,False
STR,1:12.722,1:12.623,,25.3,80.093745,27.0,Aston Martin,STR,stroll,20.0,14.0,43,79.928,83.983,8.711308053,5.0,5.0,1,24.656,51.0,51.0,24.656,1.0,24.656,0,14.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,False,False,True,False,2,True,False,True
TSU,1:12.642,1:12.249,1:12.082,25.3,85.308486,38.0,AlphaTauri,TSU,tsunoda,15.0,9.0,43,79.296,82.4428,5.011802939,5.0,5.0,1,33.706,53.0,53.0,33.706,1.0,33.706,0,9.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,False,True
VER,1:12.386,1:11.908,1:11.365,25.3,82.832657,39.0,Red Bull Racing,VER,max_verstappen,1.0,1.0,43,78.019,79.7654,2.567519484,5.0,5.0,1,24.798,55.0,55.0,24.798,1.0,24.798,25,1.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,True,True,False,False,True,3,True,False,True
ZHO,1:13.523,,,25.3,84.867917,25.66666667,Alfa Romeo,ZHO,zhou,13.0,19.0,43,76.926,86.0834,18.35462406,5.0,5.0,2,25.7005,1.0,52.0,25.26,2.0,51.401,0,19.0,Monaco Grand Prix,False,6,2023,39.7,24.4,21.475,18.0,24.0,71.25,6.9,1014.204167,5.841666667,2023,race,False,False,True,False,False,1,True,True,False
ALB,1:14.063,,,22.0,80.843868,21.66666667,Williams,ALB,albon,16.0,18.0,63,81.84,84.2262,4.526968599,5.0,5.0,2,23.384,16.0,37.0,23.319,2.0,46.768,0,18.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,False,False,True,False,False,1,True,True,False
ALO,1:13.747,1:13.098,1:13.507,22.0,80.248725,33.0,Aston Martin,ALO,alonso,7.0,8.0,63,80.717,82.6822,3.021542934,5.0,5.0,2,22.727,19.0,44.0,22.558,2.0,45.454,6,9.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:13.977,,,22.0,81.161737,32.5,Alfa Romeo,BOT,bottas,19.0,16.0,63,82.033,85.1208,4.439921475,5.0,5.0,2,23.894,5.0,39.0,23.691,2.0,47.788,0,16.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,False,False,True,False,False,1,True,True,False
DEV,1:13.581,1:14.083,,22.0,80.571016,21.66666667,AlphaTauri,DEV,de_vries,14.0,14.0,63,81.6,84.0378,4.376037785,5.0,5.0,2,22.249,9.0,38.0,21.976,2.0,44.498,0,14.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,False,False,True,False,2,True,True,False
GAS,1:13.471,1:13.186,1:12.816,22.0,80.327612,22.0,Alpine,GAS,gasly,10.0,10.0,63,81.453,83.9452,4.278643442,5.0,5.0,2,23.499,19.0,39.0,23.388,2.0,46.998,1,4.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
HAM,1:12.937,1:12.999,1:12.818,22.0,79.623483,22.0,Mercedes,HAM,hamilton,2.0,4.0,63,80.755,82.122,2.405931732,5.0,5.0,2,22.653,24.0,50.0,22.575,2.0,45.306,18,5.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
HUL,1:13.420,1:13.283,1:13.229,22.0,80.323118,16.25,Haas F1 Team,HUL,hulkenberg,15.0,7.0,63,81.363,83.2544,3.295377566,5.0,5.0,3,23.34633333,8.0,43.0,22.298,3.0,70.039,0,8.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
LEC,1:14.079,,,22.0,80.120327,22.0,Ferrari,LEC,leclerc,11.0,19.0,63,81.469,84.5546,6.284394824,5.0,5.0,2,22.3905,16.0,41.0,21.778,2.0,44.781,0,19.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,False,False,True,False,False,1,True,True,False
MAG,1:14.042,,,22.0,80.640033,16.25,Haas F1 Team,MAG,kevin_magnussen,18.0,17.0,63,81.294,83.829,4.14865671,5.0,5.0,3,23.07166667,10.0,42.0,22.124,3.0,69.215,0,17.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,False,False,True,False,False,1,True,True,False
NOR,1:13.295,1:12.776,1:12.792,22.0,80.223406,16.25,McLaren,NOR,norris,17.0,3.0,63,80.051,89.5584,15.57120738,5.0,5.0,3,27.54933333,1.0,50.0,22.062,3.0,82.648,0,3.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
OCO,1:13.433,1:13.001,1:13.083,22.0,80.286274,22.0,Alpine,OCO,ocon,8.0,6.0,63,80.792,82.461,2.652218223,5.0,5.0,2,23.111,13.0,35.0,22.112,2.0,46.222,4,7.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
PER,1:13.874,1:13.334,,22.0,79.866661,22.0,Red Bull Racing,PER,perez,4.0,11.0,63,80.936,83.3584,3.931323861,5.0,5.0,2,21.656,27.0,50.0,21.537,2.0,43.312,12,11.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,False,False,True,False,2,True,True,False
PIA,1:13.691,1:13.059,1:13.682,22.0,80.556901,21.66666667,McLaren,PIA,piastri,13.0,9.0,63,81.271,83.6424,3.655751127,5.0,5.0,2,22.616,17.0,39.0,22.37,2.0,45.232,0,10.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
RUS,1:13.326,1:13.447,,22.0,79.792483,22.0,Mercedes,RUS,russell,3.0,12.0,63,80.975,82.8334,3.210946013,5.0,5.0,2,22.1645,25.0,45.0,22.054,2.0,44.329,15,12.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,False,False,True,False,2,True,True,False
SAI,1:13.411,1:12.790,1:12.734,22.0,79.937838,22.0,Ferrari,SAI,sainz,5.0,2.0,63,80.571,81.6374,1.892432112,5.0,5.0,2,22.348,15.0,41.0,22.321,2.0,44.696,10,2.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
SAR,1:14.699,,,22.0,81.006183,32.5,Williams,SAR,sargeant,20.0,20.0,63,82.011,84.8702,5.30420717,5.0,5.0,2,23.205,17.0,36.0,22.583,2.0,46.41,0,20.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,False,False,True,False,False,1,True,True,False
STR,1:13.766,1:13.082,1:12.994,22.0,80.169612,33.0,Aston Martin,STR,stroll,6.0,5.0,63,80.854,81.8848,2.155435617,5.0,5.0,2,22.863,14.0,34.0,22.355,2.0,45.726,8,6.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
TSU,1:13.862,1:14.477,,22.0,80.32908,22.0,AlphaTauri,TSU,tsunoda,12.0,15.0,63,81.03,83.5134,4.129503517,5.0,5.0,2,22.0925,10.0,34.0,22.009,2.0,44.185,0,15.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,False,False,True,False,2,True,True,False
VER,1:13.615,1:12.760,1:12.272,22.0,79.283709,22.0,Red Bull Racing,VER,max_verstappen,1.0,1.0,63,80.283,81.093,1.590706604,5.0,5.0,2,22.299,26.0,52.0,22.241,2.0,44.598,26,1.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,True,False,False,True,3,True,True,False
ZHO,1:13.677,1:13.521,,22.0,80.295709,33.0,Alfa Romeo,ZHO,zhou,9.0,13.0,63,80.397,82.988,3.683994775,5.0,5.0,2,23.1595,9.0,36.0,22.889,2.0,46.319,2,13.0,Spanish Grand Prix,False,7,2023,31.5,22.8,19.0625,14.9,24.0,81.08333333,10.8,1015.366667,6.75,2023,race,True,False,False,True,False,2,True,True,False
ALB,1:21.938,1:18.725,,19.0,80.337617,35.0,Williams,ALB,albon,7.0,9.0,60,78.422,80.925,4.634862673,5.0,5.0,1,25.064,12.0,12.0,25.064,1.0,25.064,6,10.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,False,False,True,False,2,True,False,True
ALO,1:21.481,1:19.776,1:27.286,19.0,79.296181,35.0,Aston Martin,ALO,alonso,2.0,2.0,60,77.326,79.1698,3.238489648,5.0,5.0,2,23.9795,12.0,41.0,23.928,2.0,47.959,18,3.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:22.332,1:21.821,,19.0,81.299808,35.0,Alfa Romeo,BOT,bottas,10.0,14.0,60,78.629,81.9152,5.75643585,5.0,5.0,1,24.038,36.0,36.0,24.038,1.0,24.038,1,15.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,False,False,True,False,2,True,False,True
DEV,1:23.137,,,19.0,82.113846,34.5,AlphaTauri,DEV,de_vries,18.0,17.0,60,78.857,82.112,5.858519566,5.0,5.0,2,24.373,11.0,50.0,23.786,2.0,48.746,0,18.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,False,False,True,False,False,1,True,True,False
GAS,1:22.886,,,19.0,80.992212,35.0,Alpine,GAS,gasly,12.0,15.0,60,78.514,81.3576,5.550432803,5.0,5.0,2,25.816,10.0,33.0,24.117,2.0,51.632,0,17.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,False,False,True,False,False,1,True,True,False
HAM,1:21.554,1:20.426,1:27.627,19.0,79.357378,23.33333333,Mercedes,HAM,hamilton,3.0,3.0,60,77.558,79.0702,2.762844404,5.0,5.0,2,24.044,12.0,40.0,23.749,2.0,48.088,15,4.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,True,False
HUL,1:22.730,1:20.305,1:27.102,19.0,81.277046,34.5,Haas F1 Team,HUL,hulkenberg,15.0,5.0,60,78.471,80.497,3.715055383,5.0,5.0,2,24.54,11.0,31.0,24.2,2.0,49.08,0,2.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,True,False
LEC,1:21.843,1:20.615,,19.0,80.629161,35.0,Ferrari,LEC,leclerc,4.0,10.0,60,78.528,80.8514,4.35833934,5.0,5.0,1,24.343,39.0,39.0,24.343,1.0,24.343,12,11.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,False,False,True,False,2,True,False,True
MAG,1:22.351,1:21.678,,19.0,81.696246,34.5,Haas F1 Team,MAG,kevin_magnussen,17.0,13.0,60,78.198,81.5572,5.912033423,5.0,5.0,2,24.712,35.0,53.0,24.515,2.0,49.424,0,14.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,False,False,True,False,2,True,True,False
NOR,1:21.998,1:19.347,1:28.046,19.0,80.171651,35.0,McLaren,NOR,norris,13.0,7.0,60,78.33,80.7236,4.169303815,5.0,5.0,2,24.716,12.0,35.0,23.57,2.0,49.432,0,7.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,True,False
OCO,1:22.114,1:20.406,1:27.945,19.0,80.058439,35.0,Alpine,OCO,ocon,8.0,6.0,60,78.419,80.2146,3.46009484,5.0,5.0,2,24.05,12.0,36.0,23.698,2.0,48.1,4,6.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,True,False
PER,1:22.151,1:20.959,,19.0,80.942348,23.33333333,Red Bull Racing,PER,perez,6.0,12.0,60,78.45,81.1246,5.381742171,5.0,5.0,2,23.2495,37.0,68.0,23.218,2.0,46.499,9,12.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,False,False,True,False,2,True,True,False
PIA,1:22.190,1:19.659,1:31.349,19.0,80.168727,35.0,McLaren,PIA,piastri,11.0,8.0,60,78.182,80.5654,3.900988247,5.0,5.0,2,24.132,12.0,37.0,23.436,2.0,48.264,0,9.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,True,False
RUS,1:21.798,1:20.098,1:27.893,19.0,80.061588,27.0,Mercedes,RUS,russell,19.0,4.0,60,77.594,79.4976,3.326549383,5.0,5.0,2,,12.0,12.0,,1.0,0.0,0,5.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,False,True
SAI,1:22.248,1:19.856,1:29.294,19.0,80.672117,35.0,Ferrari,SAI,sainz,5.0,11.0,60,78.539,81.0408,5.16893845,5.0,5.0,1,24.133,38.0,38.0,24.133,1.0,24.133,10,8.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,False,True
SAR,1:23.337,,,19.0,81.678666,7.0,Williams,SAR,sargeant,20.0,18.0,60,78.437,82.1812,6.1280258,5.0,5.0,0,,,,,0.0,,0,19.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,False,False,True,False,False,1,False,False,False
STR,1:22.677,1:21.484,,19.0,80.756181,35.0,Aston Martin,STR,stroll,9.0,16.0,60,78.385,81.4474,5.760807305,5.0,5.0,2,23.775,11.0,27.0,23.711,2.0,47.55,2,13.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,False,False,True,False,2,True,True,False
TSU,1:22.746,,,19.0,80.925515,23.33333333,AlphaTauri,TSU,tsunoda,14.0,19.0,60,78.038,85.1778,13.60168643,5.0,5.0,2,25.5845,1.0,34.0,23.646,2.0,51.169,0,16.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,False,False,True,False,False,1,True,True,False
VER,1:20.851,1:19.092,1:25.858,19.0,79.131227,23.33333333,Red Bull Racing,VER,max_verstappen,1.0,1.0,60,77.203,78.6992,2.472486643,5.0,5.0,2,23.777,12.0,42.0,23.644,2.0,47.554,25,1.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,True,True,False,False,True,3,True,True,False
ZHO,1:23.342,,,19.0,80.654692,34.5,Alfa Romeo,ZHO,zhou,16.0,20.0,60,78.749,82.3168,6.518196238,5.0,5.0,2,25.835,12.0,32.0,24.161,2.0,51.67,0,20.0,Canadian Grand Prix,False,8,2023,34.3,19.7,15.69166667,12.7,24.0,78.95833333,1.4,1011.254167,17.525,2023,race,False,False,True,False,False,1,True,True,False
ALB,1:05.673,1:05.387,1:05.823,23.2,71.0604,35.5,Williams,ALB,albon,11.0,10.0,49,72.147,93.168,21.04304026,5.0,5.0,3,21.994,2.0,41.0,16.737,3.0,65.982,0,10.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
ALO,1:05.655,1:05.181,1:04.911,23.2,70.586676,35.5,Aston Martin,ALO,alonso,5.0,7.0,49,71.059,92.6216,22.39831505,5.0,5.0,3,20.32133333,2.0,44.0,16.6,3.0,60.964,10,7.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:05.763,1:05.680,,23.2,72.144921,23.33333333,Alfa Romeo,BOT,bottas,15.0,14.0,49,72.673,94.0438,20.69660806,5.0,5.0,3,23.63,2.0,40.0,17.13,3.0,70.89,0,14.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,False,False,True,False,2,True,True,False
DEV,1:05.974,,,23.2,71.633412,23.33333333,AlphaTauri,DEV,de_vries,17.0,20.0,49,72.701,94.1456,20.67350837,5.0,5.0,3,19.81333333,2.0,37.0,17.033,3.0,59.44,0,20.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,False,False,True,False,False,1,True,True,False
GAS,1:05.515,1:05.308,1:05.170,23.2,70.8534,23.66666667,Alpine,GAS,gasly,10.0,9.0,49,71.836,93.0522,21.20293293,5.0,5.0,3,21.99933333,2.0,44.0,16.38,3.0,65.998,1,9.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
HAM,1:05.673,1:05.188,1:04.819,23.2,70.529892,23.66666667,Mercedes,HAM,hamilton,8.0,5.0,49,70.706,92.227,23.90446284,5.0,5.0,3,22.044,2.0,42.0,16.415,3.0,66.132,4,5.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
HUL,1:05.740,1:05.362,1:05.090,23.2,73.788625,6.5,Haas F1 Team,HUL,hulkenberg,20.0,8.0,49,71.616,92.8518,21.87496147,5.0,5.0,2,19.3345,2.0,11.0,16.778,2.0,38.669,0,8.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
LEC,1:05.577,1:05.087,1:04.439,23.2,70.083338,35.5,Ferrari,LEC,leclerc,2.0,2.0,49,70.392,91.8442,25.7046015,5.0,5.0,3,20.42933333,2.0,47.0,16.393,3.0,61.288,18,2.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
MAG,1:05.971,,,23.2,72.206307,23.33333333,Haas F1 Team,MAG,kevin_magnussen,18.0,19.0,49,72.397,94.2654,25.57764826,5.0,5.0,3,24.83033333,1.0,34.0,22.25,3.0,74.491,0,19.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,False,False,True,False,False,1,True,True,False
NOR,1:05.617,1:05.038,1:04.658,23.2,70.409,35.5,McLaren,NOR,norris,4.0,4.0,49,70.913,92.4128,23.05736982,5.0,5.0,3,20.48466667,2.0,41.0,18.076,3.0,61.454,12,4.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
OCO,1:05.729,1:05.453,,23.2,71.217953,35.0,Alpine,OCO,ocon,14.0,12.0,49,72.399,93.4692,21.03706318,5.0,5.0,3,23.53266667,2.0,40.0,18.143,3.0,70.598,0,12.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,False,False,True,False,2,True,True,False
PER,1:05.177,2:06.688,,23.2,70.848523,35.5,Red Bull Racing,PER,perez,3.0,15.0,49,71.557,93.3362,21.07373924,5.0,5.0,3,20.11666667,2.0,50.0,17.428,3.0,60.35,15,15.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,False,False,True,False,2,True,True,False
PIA,1:05.683,1:05.605,,23.2,71.466225,23.33333333,McLaren,PIA,piastri,16.0,13.0,49,72.376,93.7224,20.66664001,5.0,5.0,4,23.004,2.0,41.0,17.324,4.0,92.016,0,13.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,False,False,True,False,2,True,True,False
RUS,1:05.686,1:05.428,,23.2,70.832815,23.66666667,Mercedes,RUS,russell,7.0,11.0,49,72.099,93.2622,21.17645102,5.0,5.0,3,20.63666667,2.0,41.0,17.946,3.0,61.91,6,11.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,False,False,True,False,2,True,True,False
SAI,1:05.339,1:04.975,1:04.581,23.2,70.199384,35.5,Ferrari,SAI,sainz,6.0,3.0,49,70.409,91.961,24.94561873,5.0,5.0,3,23.74866667,2.0,45.0,16.38,3.0,71.246,8,3.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
SAR,1:05.948,,,23.2,71.448703,35.0,Williams,SAR,sargeant,13.0,18.0,49,72.47,93.8288,20.7503035,5.0,5.0,3,20.69133333,2.0,43.0,17.337,3.0,62.074,0,18.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,False,False,True,False,False,1,True,True,False
